,id,created_at_dt,last_move_at_dt
14026,dzRXRHSb,2017-08-28 12:14:07.920999936,2017-08-28 12:31:23.027000064
14027,2OyQdaII,2017-08-25 21:18:31.832999936,2017-08-25 21:45:20.740999936
14028,d8kLbZyI,2017-08-25 21:04:04.926000128,2017-08-25 21:13:31.076999936
14029,1UmJDvBh,2017-08-25 20:42:12.457999872,2017-08-25 21:03:52.404999936
14030,FA2mYMyF,2017-08-23 12:53:28.752999936,2017-08-23 13:14:53.813999872
14031,LQaxorOE,2017-08-23 12:22:22.826999808,2017-08-23 12:53:06.484000000
14032,hgPvL0P8,2017-08-23 11:22:26.604000000,2017-08-23 11:36:13.644999936
14033,b6yvOoRU,2017-08-23 07:11:23.234999808,2017-08-23 07:37:55.770999808
14034,w8pTjdBw,2017-08-23 07:02:43.372999936,2017-08-23 07:10:27.835000064
14035,KviFsyLy,2017-08-22 18:32:40.183000064,2017-08-22 18:46:19.980000000
14036,wEs9LSrt,2017-08-22 18:12:29.903000064,2017-08-22 18:32:24.509999872
14037,SJ7vh060,2017-08-22 17:55:32.157999872,2017-08-22 18:11:08.170000128
14038,M2yFDSlb,2017-08-20 05:56:45.259000064,2017-08-20 06:29:04.519000064
14039,wie13fQ4,2017-08-18 16:39:14.812999936,2017-08-18 16:46:30.784000000
14040,eBZNlH7w,2017-08-18 06:44:50.443000064,2017-08-18 07:03:01.594000128
14041,gA112b3d,2017-08-18 06:28:39.588000000,2017-08-18 06:44:29.048999936
14042,ZQhByuut,2017-08-18 06:03:31.092000000,2017-08-18 06:26:58.785000192
14043,3WeOvP8L,2017-08-17 15:50:58.368999936,2017-08-17 16:01:56.989000192
14044,fCaWLSuU,2017-08-17 15:42:46.492000000,2017-08-17 15:49:53.927000064
14045,TZa4ZODZ,2017-08-17 14:37:49.527000064,2017-08-17 14:51:55.961999872
14046,eSawP8WZ,2017-08-17 14:15:31.723000064,2017-08-17 14:37:21.102999808
14047,6pl3uRpO,2017-08-17 12:31:03.692000000,2017-08-17 13:04:25.545000192
14048,jx3yqFZ6,2017-08-17 09:37:25.762000128,2017-08-17 09:41:50.128999936
14049,mG697hNT,2017-08-17 09:30:04.568999936,2017-08-17 09:36:26.140999936
14050,IOI1hRWZ,2017-08-17 09:09:03.951000064,2017-08-17 09:29:49.484999936
14051,G7lzQt4H,2017-08-17 08:45:52.056000000,2017-08-17 09:08:40.049999872
14052,8hWTYQVd,2017-08-17 08:29:01.992000000,2017-08-17 08:45:13.928999936
14053,5qpsn4fh,2017-08-15 14:13:48.888000000,2017-08-15 14:30:50.448999936
14054,qBuT83j4,2017-08-15 14:05:15.024000000,2017-08-15 14:13:29.642999808
14055,tFA2lTyb,2017-08-15 13:30:01.768000000,2017-08-15 13:57:00.191000064
14056,7KILOwPe,2017-09-03 18:06:03.596999936,2017-09-03 18:15:15.821000192
14057,ggDf38SD,2017-09-03 17:54:10.071000064,2017-09-03 17:59:51.900999936
14058,wL3BwUAj,2017-09-03 16:46:40.936999936,2017-09-03 17:01:29.494999808
14059,FdeesywE,2017-08-31 14:00:08.546999808,2017-08-31 14:15:11.980999936
14060,8iIotfDH,2017-08-31 13:36:04.846999808,2017-08-31 13:49:29.260999936
14061,ru9C7921,2017-08-25 19:00:21.076999936,2017-08-25 19:04:24.558000128
14062,TP3mMLHE,2017-08-25 18:38:31.206000128,2017-08-25 18:45:20.017999872
14063,PtxIO9jg,2017-08-25 18:33:49.088000000,2017-08-25 18:35:30.793999872
14064,eg2c7hSG,2017-08-24 20:55:20.780000000,2017-08-24 21:04:16.908999936
14065,VwqIQamh,2017-08-24 20:11:57.760000000,2017-08-24 20:26:49.976000000
14066,BsJ16bnx,2017-08-24 19:55:59.306999808,2017-08-24 20:09:59.588000000
14067,Xg8nLykg,2017-08-21 16:22:05.152000000,2017-08-21 16:32:03.769999872
14068,giy0JH8l,2017-08-21 16:19:37.063000064,2017-08-21 16:21:33.996000000
14069,gThoGITL,2017-08-21 14:49:54.242000128,2017-08-21 14:56:52.415000064
14070,AmrD8fot,2017-08-21 11:04:08.583000064,2017-08-21 11:07:35.022000128
14071,0RIl7ORP,2017-08-21 11:01:13.270999808,2017-08-21 11:02:58.657000192
14072,avNso1Hj,2017-08-21 09:00:03.691000064,2017-08-21 09:13:13.398000128
14073,Fyz1UeYT,2017-08-16 18:28:47.243000064,2017-08-16 18:43:57.512999936
14074,ZybacoRf,2017-08-16 17:09:18.506000128,2017-08-16 17:22:36.779000064
14075,qTgej9LO,2017-08-16 16:25:46.594000128,2017-08-16 16:26:34.795000064
14076,rXEjWn99,2017-08-16 16:23:59.101000192,2017-08-16 16:25:26.101000192
14077,aaDEdPyk,2017-08-16 16:21:20.556999936,2017-08-16 16:23:27.194000128
14078,H4qdAcar,2017-08-16 16:09:27.295000064,2017-08-16 16:21:08.184999936
14079,gh0fTijo,2017-08-16 16:06:20.765000192,2017-08-16 16:09:18.364999936
14080,HIkE1LnI,2017-07-25 11:15:11.861999872,2017-07-25 11:24:44.709000192
14081,YJEttZhN,2017-07-25 11:04:38.483000064,2017-07-25 11:14:31.622999808
14082,h83SaBYw,2017-07-25 11:00:39.604000000,2017-07-25 11:03:39.992000000
14083,vkkEg8LJ,2017-07-25 10:55:46.632000000,2017-07-25 11:00:03.692000000
14084,FgdZlqPQ,2017-07-25 10:45:32.831000064,2017-07-25 10:55:33.492999936
14085,lqGggdul,2017-07-25 10:42:10.127000064,2017-07-25 10:44:30.790999808
14086,CuP72yaM,2017-07-25 10:31:08.913000192,2017-07-25 10:41:53.676000000
14087,6RWjtAWk,2017-07-25 10:16:46.300000000,2017-07-25 10:30:13.584000000
14088,hkRfUYck,2017-07-24 18:20:01.776999936,2017-07-24 18:46:16.937999872
14089,boF250Bw,2017-09-03 23:37:43.128000000,2017-09-03 23:51:52.148000000
14090,ZLxtlGh2,2017-09-03 23:28:47.846999808,2017-09-03 23:37:34.023000064
14091,sxSXCKdc,2017-09-03 23:25:57.378000128,2017-09-03 23:27:36.249999872
14092,AM2iI45O,2017-09-03 23:17:16.680999936,2017-09-03 23:25:21.379000064
14093,LKEJNZRt,2017-09-03 22:44:29.622999808,2017-09-03 22:55:59.578000128
14094,aTX8Lcxx,2017-09-03 22:37:39.776000000,2017-09-03 22:44:09.460000000
14095,V6VVe4tS,2017-09-03 22:18:36.313999872,2017-09-03 22:37:24.911000064
14096,fkRcJfzN,2017-09-03 00:26:54.346999808,2017-09-03 00:43:01.984999936
14097,flKAS9z6,2017-08-28 03:44:14.125999872,2017-08-28 03:54:44.943000064
14098,maZOeSFv,2017-08-28 03:37:54.066999808,2017-08-28 03:43:39.157000192
14099,hiVJhmc7,2017-08-28 03:21:42.686000128,2017-08-28 03:37:47.932000000
14100,2u9Gu3Cx,2017-08-27 21:08:52.976999936,2017-08-27 21:26:54.563000064
14101,9Sr7zpqq,2017-08-27 21:01:58.237999872,2017-08-27 21:08:02.477999872
14102,9SfpR0jv,2017-08-27 20:43:04.959000064,2017-08-27 21:01:48.548999936
14103,8iYypXEz,2017-08-19 02:57:02.308999936,2017-08-19 03:11:14.622999808
14104,qjC6xDsa,2017-08-11 15:16:44.418999808,2017-08-11 15:27:35.964999936
14105,E87RbrAG,2017-08-07 09:59:11.960000000,2017-08-07 10:00:48.112999936
14106,YkDybpW5,2017-08-01 19:20:54.482000128,2017-08-01 19:39:08.492999936
14107,cdoHYA3i,2017-07-30 20:48:22.147000064,2017-07-30 20:59:18.216999936
14108,Yq32ZiHr,2017-08-07 04:19:00.588999936,2017-08-07 04:29:04.416000000
14109,a118fRW9,2017-08-07 04:11:52.009999872,2017-08-07 04:18:07.796000000
14110,HezUIfQY,2017-08-07 04:08:27.089999872,2017-08-07 04:11:04.404000000
14111,Vc8vSNtV,2017-08-07 03:57:23.960000000,2017-08-07 04:08:16.102999808
14112,LMCXKtWW,2017-08-07 03:55:49.168999936,2017-08-07 03:57:00.316000000
14113,P3K6Y16g,2017-08-01 16:04:06.361999872,2017-08-01 16:12:36.714999808
14114,ZaLtCP2X,2017-07-21 20:03:46.940000000,2017-07-21 20:38:21.971000064
14115,KaQN0jh6,2017-07-21 19:27:56.776000000,2017-07-21 19:53:38.157999872
14116,i9vjEwuM,2017-07-21 19:13:56.967000064,2017-07-21 19:23:23.841000192
14117,pgZ12eMH,2017-07-20 16:05:35.885999872,2017-07-20 16:06:06.956000000
14118,TOzFKnYM,2017-05-16 21:55:33.780999936,2017-05-16 22:15:13.845999872
14119,uBYdwHfU,2017-09-01 00:40:49.408999936,2017-09-01 00:45:59.296000000
14120,tGaJzgpl,2017-08-30 01:53:29.355000064,2017-08-30 02:14:57.357000192
14121,m50HMiah,2017-08-29 01:24:09.835000064,2017-08-29 01:34:20.676000000
14122,QpaDX0fx,2017-07-29 09:32:33.867000064,2017-07-29 09:38:03.466000128
14123,XLSWItCT,2017-07-29 09:26:03.864999936,2017-07-29 09:32:12.851000064
14124,6lIxuRMe,2017-07-29 09:21:27.594000128,2017-07-29 09:24:59.712000000
14125,ukGQDirI,2017-07-28 21:15:52.083000064,2017-07-28 21:23:53.528999936
14126,e9av6QAS,2017-07-28 21:13:22.532999936,2017-07-28 21:14:57.992999936
14127,BNhl1MQI,2017-07-26 20:48:31.017999872,2017-07-26 20:54:22.158999808
14128,rgV7epPN,2017-07-26 20:41:25.564000000,2017-07-26 20:46:39.496000000
14129,PodoYo1x,2017-09-02 00:50:24.196000000,2017-09-02 01:02:13.170000128
14130,0xPTYL3r,2017-09-02 00:42:02.832000000,2017-09-02 00:49:40.334000128
14131,NIwAQhTH,2017-09-02 00:30:00.487000064,2017-09-02 00:41:19.287000064
14132,xdSAw7Wa,2017-09-02 00:13:32.768999936,2017-09-02 00:29:54.528999936
14133,5CSv0v15,2017-09-02 00:06:25.006000128,2017-09-02 00:13:25.116000000
14134,rrePbTfd,2017-09-01 23:50:13.756000000,2017-09-02 00:05:07.420000000
14135,mCk93QnS,2017-09-01 23:34:10.206000128,2017-09-01 23:49:46.592000000
14136,qNMcwQk6,2017-09-01 03:50:31.036000000,2017-09-01 04:09:13.390000128
14137,1kSdlyQ9,2017-09-01 03:34:22.764000000,2017-09-01 03:49:19.128000000
14138,2GSCidj5,2017-09-01 03:19:17.081000192,2017-09-01 03:34:11.795000064
14139,pEUDMGUV,2017-09-01 03:07:23.127000064,2017-09-01 03:19:07.151000064
14140,TXMV3xRN,2017-09-01 02:53:14.924999936,2017-09-01 03:06:49.400000000
14141,AFwVgIjK,2017-09-01 02:37:14.856000000,2017-09-01 02:45:45.548000000
14142,X9oTQRm1,2017-09-01 02:19:49.266000128,2017-09-01 02:35:53.257999872
14143,wp7mJz7C,2017-09-01 02:07:44.012000000,2017-09-01 02:19:24.908999936
14144,x894oOrb,2017-09-01 01:56:50.865999872,2017-09-01 02:07:26.184000000
14145,lpbSuSid,2017-08-31 15:11:13.845999872,2017-08-31 15:28:46.148000000
14146,uh6W9T0e,2017-08-31 14:52:10.336999936,2017-08-31 15:10:43.792999936
14147,XmiEewLr,2017-08-31 14:22:46.326999808,2017-08-31 14:33:56.742000128
14148,BRJEylSP,2017-08-27 04:51:20.191000064,2017-08-27 04:58:10.372999936
14149,IpKibsWt,2017-08-27 04:34:54.290999808,2017-08-27 04:51:03.194999808
14150,TDnQbBu3,2017-08-27 04:19:13.306999808,2017-08-27 04:34:40.448000000
14151,50qxvBuq,2017-08-22 02:39:21.111000064,2017-08-22 02:55:49.730000128
14152,5k3AQrB7,2017-08-22 02:36:39.860000000,2017-08-22 02:39:10.413000192
14153,VzwNOnKd,2017-08-22 02:19:58.860999936,2017-08-22 02:33:04.476000000
14154,0Q70Mij3,2017-08-22 02:01:59.991000064,2017-08-22 02:19:13.292000000
14155,sA64tKgV,2017-08-22 01:38:32.828999936,2017-08-22 01:56:10.703000064
14156,eOMiyikf,2017-08-22 01:26:24.900999936,2017-08-22 01:38:27.156000000
14157,BZu7GBDs,2017-08-22 01:03:38.681999872,2017-08-22 01:22:14.211000064
14158,56TqjWHg,2017-08-21 02:27:46.326999808,2017-08-21 02:46:09.756000000
14159,Un8GanmM,2017-08-21 02:25:49.200999936,2017-08-21 02:39:04.773999872
14160,btBAkEvp,2017-08-21 02:11:45.971000064,2017-08-21 02:24:09.708000000
14161,0ziGdYr9,2017-08-21 01:50:24.000999936,2017-08-21 02:08:14.375000064
14162,6KxoCQso,2017-08-21 01:38:28.484000000,2017-08-21 01:46:44.525000192
14163,H5c8W8kt,2017-08-31 00:56:53.124999936,2017-08-31 01:05:35.750999808
14164,z2Bzk4zC,2017-08-31 00:47:50.598000128,2017-08-31 00:56:42.767000064
14165,WLsc1idb,2017-08-30 19:08:10.976999936,2017-08-30 19:26:59.852999936
14166,QywekGhH,2017-08-24 03:30:39.206000128,2017-08-24 04:07:03.608999936
14167,B54VXdF1,2017-08-24 02:42:43.320000000,2017-08-24 02:55:39.273999872
14168,YXHjb0jL,2017-08-22 21:59:22.921999872,2017-08-22 22:11:23.483000064
14169,zzL3hSsQ,2017-09-03 01:39:54.572000000,2017-09-03 01:55:11.907000064
14170,K9BtBxfT,2017-09-02 23:20:20.804000000,2017-09-02 23:32:04.385999872
14171,p1osYkRb,2017-09-02 23:16:17.153000192,2017-09-02 23:19:50.036000000
14172,zpRypxOK,2017-09-02 01:07:23.196999936,2017-09-02 01:07:41.096999936
14173,Fy2HWpUR,2017-09-02 00:59:49.482000128,2017-09-02 01:06:45.188999936
14174,1taNrG0Q,2017-09-02 00:54:54.935000064,2017-09-02 00:59:09.938999808
14175,WT6UfivG,2017-09-01 23:08:27.891000064,2017-09-01 23:13:46.454999808
14176,LmNOcw1Y,2017-09-01 22:59:53.635000064,2017-09-01 23:07:17.116000000
14177,ZVOehQqd,2017-09-01 22:56:14.867000064,2017-09-01 22:59:36.941999872
14178,iUprRN5Y,2017-09-01 22:50:17.408999936,2017-09-01 22:54:53.676000000
14179,FqzDHBew,2017-09-01 22:47:07.770999808,2017-09-01 22:48:24.128000000
14180,LHacUHGg,2017-09-01 22:35:05.988000000,2017-09-01 22:46:59.849999872
14181,sbGsGLs9,2017-09-01 22:29:10.345999872,2017-09-01 22:34:47.596999936
14182,QOEFbpiQ,2017-09-01 16:21:27.260999936,2017-09-01 16:21:40.792999936
14183,gK53LoyH,2017-09-01 16:19:36.005000192,2017-09-01 16:21:20.667000064
14184,nP5QbZCT,2017-09-01 16:17:41.640999936,2017-09-01 16:19:18.064999936
14185,7tuTij22,2017-09-01 16:00:36.551000064,2017-09-01 16:04:37.015000064
14186,OKNsi5Ly,2017-08-28 17:03:24.016000000,2017-08-28 17:22:46.114000128
14187,RnLZXiW4,2017-08-28 16:50:43.207000064,2017-08-28 16:56:00.808000000
14188,yT8mbSCN,2017-08-20 07:30:20.436000000,2017-08-20 07:52:16.027000064
14189,PhJyPsgq,2017-07-30 10:05:55.084000000,2017-07-30 10:30:36.881999872
14190,i3DADZ6d,2017-07-30 09:58:34.100000000,2017-07-30 10:05:45.544000000
14191,x8Mr5B3I,2017-07-30 09:52:50.520999936,2017-07-30 09:58:18.243000064
14192,NmQjNNrg,2017-07-20 14:31:29.286000128,2017-07-20 14:46:15.897000192
14193,QXCrtw6O,2017-07-20 14:24:15.796999936,2017-07-20 14:31:16.816999936
14194,Zb4V8MMd,2017-07-19 16:35:55.560000000,2017-07-19 16:51:27.056000000
14195,mTlaD3dT,2017-07-19 16:25:50.323000064,2017-07-19 16:35:44.323000064
14196,Dl4Zf3cB,2017-07-16 06:11:50.815000064,2017-07-16 06:25:09.306999808
14197,in0dfYcT,2017-07-16 05:59:46.338000128,2017-07-16 06:07:38.512000000
14198,n4oDD7ZS,2017-07-15 09:13:02.903000064,2017-07-15 09:42:00.196000000
14199,7B8l869r,2017-07-15 07:21:05.155000064,2017-07-15 07:56:14.438999808
14200,tLdAx5YI,2017-07-15 07:02:17.885999872,2017-07-15 07:19:08.305000192
14201,qAuw5XFh,2017-07-15 06:50:26.940999936,2017-07-15 07:01:13.122999808
14202,I9cDWVxv,2017-07-14 07:26:37.712999936,2017-07-14 07:48:16.459000064
14203,Us4Vlwn1,2017-08-30 04:57:08.136000000,2017-08-30 05:11:34.028000000
14204,WbzEYBW1,2017-07-11 01:24:37.535000064,2017-07-11 01:27:38.464999936
14205,m8RHBy35,2017-07-10 21:10:18.536999936,2017-07-10 21:14:45.920999936
14206,6xsGO2yT,2017-07-09 18:28:58.216999936,2017-07-09 18:30:07.075000064
14207,NgAiGUBQ,2017-07-08 19:35:45.890000128,2017-07-08 22:09:35.884999936
14208,osZcCRHB,2017-07-08 15:52:39.427000064,2017-07-08 16:14:16.948999936
14209,kpJMrgVl,2017-07-07 14:37:03.177999872,2017-07-07 14:46:16.358000128
14210,1ShZ7t8X,2017-07-04 16:45:49.148000000,2017-07-04 16:58:16.707000064
14211,OCsZM7Ot,2017-08-25 11:42:54.224000000,2017-08-25 11:52:22.396000000
14212,5JXwcudQ,2017-08-25 11:22:23.424000000,2017-08-25 11:42:08.313999872
14213,h8w4sQXU,2017-08-18 11:31:21.371000064,2017-08-18 11:44:06.844000000
14214,gDNfqU2I,2017-08-08 15:45:58.148000000,2017-08-08 16:03:55.184999936
14215,KkRrLM9Y,2017-08-08 13:49:38.377000192,2017-08-08 14:01:24.743000064
14216,lJFKkwue,2017-08-08 13:32:01.516000000,2017-08-08 13:41:14.324999936
14217,IMytGner,2017-08-08 10:56:27.362999808,2017-08-08 11:20:18.823000064
14218,qFU9NbYr,2017-08-06 15:28:05.183000064,2017-08-06 15:40:30.311000064
14219,nruWdR20,2017-08-06 15:21:59.483000064,2017-08-06 15:28:01.168000000
14220,LDwSfCg6,2017-08-05 15:58:45.081000192,2017-08-05 16:21:19.569999872
14221,wO6rWGLX,2017-08-04 10:21:34.483000064,2017-08-04 10:26:49.181999872
14222,LRMnfgxU,2017-08-04 10:14:10.382999808,2017-08-04 10:18:26.584000000
14223,lL3cz7Mp,2017-08-03 12:04:51.184999936,2017-08-03 12:25:57.665999872
14224,WbnBWN6y,2017-07-20 08:29:09.748000000,2017-07-20 08:43:01.144999936
14225,PRtoI4HG,2017-07-07 19:54:02.841000192,2017-07-07 20:16:06.326999808
14226,14QZB0TC,2017-07-07 19:38:02.056000000,2017-07-07 19:52:55.505000192
14227,0oNdV2aR,2017-07-05 20:04:54.880999936,2017-07-05 20:19:21.339000064
14228,YhaGBL7M,2017-07-04 19:47:55.160000000,2017-07-04 20:04:02.954999808
14229,Y8BmObTm,2017-07-03 20:49:37.801000192,2017-07-03 20:58:19.861999872
14230,LSjNSLPr,2017-07-03 13:45:23.184000000,2017-07-03 14:04:24.048000000
14231,CjPoNdX9,2017-07-03 13:21:44.187000064,2017-07-03 13:29:16.450000128
14232,6fxWwyN4,2017-07-03 13:16:25.887000064,2017-07-03 13:18:11.136000000
14233,x7W2K2kD,2017-07-17 12:30:54.413000192,2017-07-17 12:32:27.504000000
14234,6d6dN3s1,2017-07-17 12:14:24.118000128,2017-07-17 12:30:25.792000000
14235,fvGAoCVI,2017-07-13 09:19:44.301000192,2017-07-13 09:26:19.028000000
14236,iSMYDEcD,2017-07-11 13:55:33.440999936,2017-07-11 13:57:41.736999936
14237,Eu1zM75i,2017-07-11 10:47:01.832999936,2017-07-11 10:55:41.176000000
14238,F9OblsoZ,2017-07-09 14:30:21.869999872,2017-07-09 14:38:32.369999872
14239,HZlPMPNV,2017-07-09 14:24:57.231000064,2017-07-09 14:29:26.088000000
14240,A1tNZOl2,2017-07-09 14:22:41.401999872,2017-07-09 14:24:41.816999936
14241,v7friJH4,2017-07-09 06:18:30.190000128,2017-07-09 06:24:21.220999936
14242,uIru3wM0,2017-07-09 05:04:05.915000064,2017-07-09 05:13:23.538000128
14243,O7DDJ7mc,2017-07-09 04:56:27.025000192,2017-07-09 05:03:34.538000128
14244,JAaWulkl,2017-07-09 02:08:13.576000000,2017-07-09 02:18:18.728000000
14245,FpXRtyBo,2017-07-09 01:59:37.381999872,2017-07-09 02:07:51.456000000
14246,sKF3hcjJ,2017-07-09 01:49:16.862999808,2017-07-09 01:56:33.956000000
14247,982zjIYZ,2017-07-08 01:09:14.842999808,2017-07-08 01:23:47.602999808
14248,6BkpbxxM,2017-07-08 01:02:52.971000064,2017-07-08 01:08:50.083000064
14249,dLUlQRvd,2017-07-07 18:00:22.801000192,2017-07-07 18:08:22.118000128
14250,h7DjgOV0,2017-07-07 17:38:12.608999936,2017-07-07 17:39:28.308000000
14251,kkewQaQk,2017-07-07 17:19:21.696999936,2017-07-07 17:31:43.589999872
14252,zoNRxxCo,2017-07-07 09:20:22.706000128,2017-07-07 09:28:38.140000000
14253,kcc9Fqeg,2017-07-07 09:12:10.464999936,2017-07-07 09:16:48.196999936
14254,y2pxDTMZ,2017-07-07 09:04:35.628999936,2017-07-07 09:11:21.260999936
14255,VdU10dbl,2017-07-03 01:26:33.500999936,2017-07-03 01:29:39.148999936
14256,PQnxrZoc,2017-06-27 13:10:49.000999936,2017-06-27 13:14:40.342000128
14257,OzYw0pn3,2017-06-27 12:57:43.236999936,2017-06-27 13:09:40.804000000
14258,W1fKatN0,2017-07-06 16:15:20.972000000,2017-07-06 16:27:06.230000128
14259,VynmLW6S,2017-07-06 16:06:10.992000000,2017-07-06 16:15:02.334000128
14260,Po0cIyIG,2017-09-03 20:58:44.746000128,2017-09-03 21:51:39.239000064
14261,eIheuLOp,2017-09-03 20:48:38.845999872,2017-09-03 20:55:48.053999872
14262,zLrhPtL4,2017-09-03 18:25:01.516999936,2017-09-03 18:40:48.128000000
14263,Pmnm8jS4,2017-09-02 21:22:13.542000128,2017-09-02 21:28:25.892999936
14264,MuCh08iO,2017-09-02 20:37:18.410000128,2017-09-02 20:57:30.472999936
14265,j1mc3VfK,2017-09-01 21:23:54.905999872,2017-09-01 21:42:57.486000128
14266,histVQ0Q,2017-09-01 21:15:50.265000192,2017-09-01 21:22:09.848999936
14267,QyHHmota,2017-09-01 21:07:45.746000128,2017-09-01 21:14:33.920000000
14268,tKVWKyKh,2017-09-01 20:02:10.896000000,2017-09-01 20:10:01.731000064
14269,wL5yxYVK,2017-09-01 19:42:01.864999936,2017-09-01 19:57:44.849999872
14270,yR2PTDVb,2017-09-01 12:54:03.844999936,2017-09-01 13:23:35.736000000
14271,ZDAYCcZT,2017-08-31 23:05:43.216999936,2017-08-31 23:11:50.030999808
14272,Pwrwqwig,2017-08-31 15:54:14.025000192,2017-08-31 16:02:52.177999872
14273,MDnLQ5qk,2017-08-31 15:25:00.714999808,2017-08-31 15:51:25.836000000
14274,G8oeZx3H,2017-08-31 02:38:33.746000128,2017-08-31 02:55:00.622999808
14275,kzfylusY,2017-08-31 02:29:03.315000064,2017-08-31 02:33:54.192000000
14276,tF4pHuCW,2017-08-31 01:10:23.155000064,2017-08-31 01:45:24.305000192
14277,0OwAqybh,2017-08-31 00:36:08.456999936,2017-08-31 00:43:55.951000064
14278,z0rwdIBl,2017-08-31 00:26:17.576999936,2017-08-31 00:32:23.728000000
14279,74KsI9SQ,2017-08-30 21:49:38.808999936,2017-08-30 22:22:00.055000064
14280,gpy166W9,2017-08-30 21:07:18.615000064,2017-08-30 21:46:37.617000192
14281,9KQPRjFj,2017-08-30 18:34:56.961999872,2017-08-30 19:01:40.897000192
14282,A8h7IUw2,2017-08-30 17:53:02.324999936,2017-08-30 17:55:55.032999936
14283,hutQj4xz,2017-08-30 17:40:56.815000064,2017-08-30 17:46:34.918999808
14284,LPyA5g3d,2017-08-28 01:53:49.865999872,2017-08-28 02:26:16.229000192
14285,wwVeytsX,2017-08-27 22:16:54.494999808,2017-08-27 22:31:24.497999872
14286,EHpjIHDQ,2017-08-27 20:47:05.035000064,2017-08-27 20:54:13.984000000
14287,IL9wlOlT,2017-08-27 20:41:01.595000064,2017-08-27 20:45:19.280000000
14288,iyPuQJxx,2017-08-27 20:11:45.575000064,2017-08-27 20:12:33.839000064
14289,AqJR9M8Z,2017-08-27 18:57:05.224999936,2017-08-27 19:13:04.796999936
14290,geGIkIfp,2017-08-26 23:32:31.768000000,2017-08-27 00:26:26.464999936
14291,1HVJN7Ks,2017-08-26 22:44:07.885999872,2017-08-26 22:57:18.313999872
14292,pRsOdhl7,2017-08-26 22:27:59.084999936,2017-08-26 22:40:14.275000064
14293,wl485jvo,2017-08-26 21:27:24.364999936,2017-08-26 21:33:59.056000000
14294,th00uZ7T,2017-08-26 19:10:01.405999872,2017-08-26 19:15:51.140999936
14295,8WuB6KGA,2017-08-26 18:53:24.566999808,2017-08-26 19:09:12.270999808
14296,OEyxIawo,2017-08-26 16:49:41.910000128,2017-08-26 17:17:43.650000128
14297,0dQXmTab,2017-08-26 01:11:43.216000000,2017-08-26 01:51:34.009999872
14298,cS3iJnIh,2017-08-26 00:43:29.335000064,2017-08-26 01:03:56.884999936
14299,DUt0cbtx,2017-08-25 21:12:53.216000000,2017-08-25 21:29:33.085999872
14300,aYEAskk0,2017-08-25 07:10:25.717999872,2017-08-25 07:27:22.868999936
14301,s1Xdv9tt,2017-08-24 03:45:06.710000128,2017-08-24 03:59:27.356000000
14302,6mELPaah,2017-07-15 02:21:07.342000128,2017-07-15 02:41:50.000000000
14303,eP09Yv7W,2017-07-15 02:20:20.607000064,2017-07-15 02:20:37.164999936
14304,KfuKdhkr,2017-07-13 08:20:35.416000000,2017-07-13 08:26:26.298000128
14305,V7a3QIoB,2017-07-13 00:21:53.372999936,2017-07-13 00:22:13.732999936
14306,mzWzFRLc,2017-07-13 00:21:01.868000000,2017-07-13 00:21:32.158999808
14307,eBQhNVnO,2017-07-13 00:17:50.604999936,2017-07-13 00:20:56.632999936
14308,pSa9EQDs,2017-07-13 00:17:05.453000192,2017-07-13 00:17:29.163000064
14309,2QfmNLYQ,2017-07-12 11:18:33.595000064,2017-07-12 12:19:54.717999872
14310,O0HLH9kd,2017-08-31 16:51:10.844999936,2017-08-31 17:19:11.750000128
14311,SEf5z62v,2017-08-30 18:36:45.165999872,2017-08-30 18:57:02.620999936
14312,NC8qS0R7,2017-08-26 19:46:20.403000064,2017-08-26 19:54:17.028000000
14313,EJDXxac6,2017-08-26 19:43:17.224000000,2017-08-26 19:46:06.951000064
14314,lV2UCevS,2017-08-26 19:36:09.331000064,2017-08-26 19:42:17.822000128
14315,mt9m7X5R,2017-08-26 19:33:30.891000064,2017-08-26 19:34:38.839000064
14316,6kfhys7S,2017-08-24 16:15:20.661999872,2017-08-24 16:29:23.032999936
14317,bkZKFkin,2017-08-17 19:23:20.252000000,2017-08-17 19:32:29.316999936
14318,YiyuzK2U,2017-08-17 19:17:17.181999872,2017-08-17 19:23:02.250999808
14319,ZLqQyNUn,2017-08-17 19:06:31.525000192,2017-08-17 19:16:17.080000000
14320,4lhM1Fh6,2017-08-17 16:42:07.864999936,2017-08-17 16:56:49.284000000
14321,HWwW7eZK,2017-08-06 16:52:25.329999872,2017-08-06 16:59:36.072000000
14322,1cRZq25c,2017-08-06 16:41:37.841000192,2017-08-06 16:51:58.608000000
14323,FfVscRp0,2017-08-02 20:17:31.101000192,2017-08-02 20:30:17.605999872
14324,gGQ2yIwa,2017-08-02 20:03:05.793999872,2017-08-02 20:16:55.868999936
14325,6GH31jYl,2017-08-02 19:53:22.796000000,2017-08-02 20:02:05.957999872
14326,jARjiart,2017-08-02 19:43:28.336999936,2017-08-02 19:52:55.782000128
14327,MZ3dfe3G,2017-08-02 19:34:39.394000128,2017-08-02 19:42:41.260000000
14328,BApv0M0j,2017-07-27 17:48:35.247000064,2017-07-27 17:54:58.598000128
14329,aObWdiv3,2017-07-27 17:39:34.528999936,2017-07-27 17:46:12.438999808
14330,wtFbbIar,2017-07-27 13:40:53.325999872,2017-07-27 13:54:26.848000000
